region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean
ERK,05DC012,1342.0,-115.467896265273,52.5944988982724,-1062.09,0.0,0.84,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.7,0.16,0.1,0.03,0.01,0.0,0.0,0.0,0.0,2.4890592,52.2904862003967,1072.0,1106.6313,1541.9058,881.91571,1106.6313,585.2,-4.3,9.2,506.8,69.0,262.1,4.8,0.7,1.0,0.1,0.416381182552608,0.713313054491823,35,,34,7.20266119652324,36.0,2.45
ERK,05DD009,868.1,-115.931162809828,52.6794886307467,-1053.17,0.0,0.87,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.08,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.68,0.14,0.15,0.02,0.0,0.0,0.0,0.0,0.0099999999999998,4.6681685,26.3840656379341,1210.0311,1248.6973,2057.6257,926.91571,1248.6973,595.4,-4.6,8.7,490.7,74.7,263.0,4.7,0.7,1.0,0.1,0.500402147190538,1.05480112320965,45,,44,6.76745819344342,51.0,2.05
ERK,07AA001,652.1,-118.380810700166,52.8868650213341,-1366.86,12.78064,0.62,0.07,0.24,0.01,0.01,0.01,0.01,0.03,0.0,0.62,0.07,0.26,0.01,0.01,0.01,0.01,0.02,-0.01,0.57,0.07,0.32,0.01,0.01,0.01,0.01,0.01,-0.01,17.008642,177.339011220068,1957.0587,1907.0707,3046.5835,1040.2213,1907.0707,737.0,-7.8,5.2,396.4,235.7,287.6,3.8,0.7,1.0,0.0,1.40111275083225,1.98417113072318,43,,42,6.48173025690861,48.0,-1.2999999999999998
ERK,07AA002,3870.9,-117.857666410212,52.5517755101667,-1387.33,13.64447,0.45,0.04,0.3,0.01,0.01,0.02,0.03,0.14,0.0,0.45,0.04,0.33,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.42,0.04,0.41,0.01,0.01,0.01,0.03,0.07,0.0,20.409805,248.409412240031,2082.6401,2040.6384,3725.7812,1029.9406,2040.6384,780.6,-7.9,4.6,395.8,297.4,287.6,3.7,0.6,1.0,0.0,1.92734354763016,2.24435305239834,48,,48,8.26150062161668,53.0,-1.6500000000000004
ERK,07AD001,9528.5,-117.970510641678,52.8568838094049,-1402.95,14.25259,0.49,0.05,0.34,0.01,0.01,0.01,0.02,0.07,-2.2204460492503086e-16,0.49,0.05,0.36,0.01,0.01,0.01,0.02,0.05,0.0,0.46,0.05,0.4,0.01,0.01,0.01,0.02,0.04,0.0,19.787039,358.122503157043,1985.412,1948.2794,3725.7812,971.80273,1948.2794,735.8,-7.8,5.3,398.5,238.2,281.9,4.0,0.7,1.0,0.0,1.67075363383534,1.91325586985803,8,,18,9.1621475293747,5.0,-1.25
ERK,07AD002,9815.6,-117.961018230784,52.8703036468851,-1393.03,13.84964,0.5,0.05,0.33,0.01,0.01,0.01,0.02,0.07,-2.2204460492503086e-16,0.5,0.05,0.35,0.01,0.01,0.01,0.02,0.05,0.0,0.47,0.05,0.39,0.01,0.01,0.01,0.02,0.03,0.0099999999999998,19.403519,350.523471585164,1966.8475,1927.7861,3725.7812,959.88464,1927.7861,731.3,-7.7,5.4,400.9,233.6,281.2,4.0,0.7,1.0,0.0,1.52483385017574,1.63811133849796,56,,57,9.19183010921709,61.0,-1.15
ERK,07AD004,3.6,-117.519687117611,53.3707947031934,-1052.0,0.0,0.9,0.05,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.9,0.05,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.88,0.07,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,7.0767512,308.827650241721,1336.4177,1329.626,1434.943,1196.3862,1329.626,608.0,-5.1,8.3,471.1,90.6,258.7,4.6,0.7,1.0,0.1,0.358930917159763,0.640715144251748,28,,27,1.52605630349505,0.0,1.6000000000000003
ERK,07AE001,19617.5,-117.747425807924,53.3418102318584,-1272.09,8.55611,0.66,0.06,0.2,0.01,0.01,0.01,0.01,0.03,0.01,0.65,0.07,0.22,0.01,0.01,0.01,0.01,0.02,0.0,0.6,0.07,0.26,0.02,0.01,0.01,0.01,0.02,0.0,12.565707,31.5599220166909,1474.9706,1596.0618,3725.7812,732.91571,1596.0618,670.8,-6.5,6.7,439.1,167.2,269.0,4.4,0.7,1.0,0.0,1.25935776879655,1.10303464174252,59,,57,9.88422827759732,17.0,0.1
ERK,07AF002,2564.1,-117.225983490235,53.2357172197276,-1197.99,4.7096,0.79,0.09,0.1,0.01,0.01,0.0,0.01,0.0,-0.01,0.76,0.09,0.12,0.01,0.01,0.0,0.01,0.0,0.0,0.7,0.11,0.15,0.02,0.01,0.01,0.01,0.0,-0.01,7.1871834,44.4113504966305,1370.3055,1414.8646,2727.9192,926.82587,1414.8646,625.1,-5.6,7.9,458.6,107.2,265.1,4.7,0.7,1.0,0.1,0.652468186541456,1.04104458581247,64,,64,7.8497527431997,68.0,1.1500000000000004
ERK,07AF003,27.2,-117.302297615942,53.1117799457724,-1052.0,0.0,0.92,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.92,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,8.1310387,12.5743616894876,1460.2595,1455.7373,1683.9919,1269.9036,1455.7373,623.4,-5.7,7.9,453.5,103.9,264.1,4.7,0.7,1.0,0.1,1.14145927352184,1.80927037894735,52,,51,3.33932197794407,0.0,1.1
ERK,07AF004,14.8,-117.26073143128,53.1125875027959,-1052.0,0.0,0.86,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.2992659,346.683426496869,1475.0,1466.3699,1668.8646,1273.2109,1466.3699,626.1,-5.7,7.8,452.8,104.7,264.1,4.7,0.7,1.0,0.1,1.18220978162866,1.8307769638123,25,,23,2.76000994003292,0.0,1.0499999999999998
ERK,07AF005,16.1,-117.217870496492,53.118220183229,-1052.0,0.0,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.14,0.23,0.0,0.0,0.0,0.0,0.0,0.01,8.2158146,343.961336563776,1443.8617,1447.3716,1672.9767,1287.6412,1447.3716,628.2,-5.7,7.8,453.5,104.7,264.9,4.7,0.7,1.0,0.1,1.07169389004354,1.50571967339936,26,,24,2.83907846350861,0.0,1.0499999999999998
ERK,07AG001,6298.6,-116.83311390392,53.3057436223893,-1216.01,1.91723,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.79,0.09,0.09,0.01,0.01,0.0,0.01,0.0,0.0,0.69,0.12,0.14,0.03,0.01,0.01,0.01,0.0,-0.01,4.3513231,29.361968764244,1104.6945,1205.1271,2727.9192,837.84747,1205.1271,590.6,-4.8,8.6,486.2,87.9,260.1,4.7,0.7,1.0,0.1,0.565912611882476,0.953530007038514,28,,26,8.74824141830043,24.0,1.9
ERK,07AG002,5428.8,-116.940207877044,53.2951185315646,-1209.68,2.22444,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.8,0.09,0.09,0.01,0.01,0.0,0.01,0.0,-0.01,0.69,0.12,0.14,0.03,0.01,0.01,0.01,0.0,-0.01,4.777389,32.9280431393472,1134.8639,1236.8086,2727.9192,860.82587,1236.8086,592.5,-4.9,8.5,481.4,89.4,260.8,4.8,0.7,1.0,0.1,0.431734733496137,0.587041780711443,4,,2,8.59965757983713,2.0,1.7999999999999998
ERK,07AG003,822.6,-116.156623420824,53.3559755190915,-1242.05,0.0,0.82,0.09,0.06,0.01,0.02,0.0,0.01,0.0,-0.01,0.8,0.09,0.07,0.01,0.02,0.0,0.01,0.0,0.0,0.65,0.13,0.12,0.08,0.01,0.0,0.01,0.0,0.0,1.6816756,15.5233030357892,1019.0532,1014.6056,1178.1154,874.96893,1014.6056,582.9,-4.1,9.2,516.4,79.4,255.5,4.7,0.7,1.0,0.1,0.412642398398724,0.90948347601515,60,,60,6.71368497515363,65.0,2.55
ERK,07AG004,9105.9,-116.643481243147,53.4464023617138,-1193.35,1.32617,0.78,0.09,0.06,0.01,0.06,0.0,0.01,0.0,-0.01,0.75,0.09,0.08,0.01,0.06,0.0,0.01,0.0,0.0,0.65,0.14,0.13,0.04,0.04,0.01,0.01,0.0,-0.02,3.6933846,39.8200605291511,1048.0,1124.9196,2727.9192,729.91309,1124.9196,580.5,-4.6,8.7,495.6,85.6,257.5,4.8,0.7,1.0,0.1,0.5927364760984,0.804002144394699,49,,47,9.11678764694313,1.0,2.05
ERK,07AG007,7128.2,-116.800744411322,53.354011275667,-1215.53,1.6941,0.81,0.09,0.07,0.01,0.02,0.0,0.01,0.0,-0.01,0.78,0.09,0.08,0.01,0.02,0.0,0.01,0.0,0.01,0.68,0.12,0.13,0.03,0.01,0.01,0.01,0.0,0.0099999999999998,4.1363721,36.3994110081177,1091.0,1183.4922,2727.9192,820.7948,1183.4922,588.7,-4.7,8.7,488.9,87.3,259.4,4.8,0.7,1.0,0.1,0.481688015433852,0.78032499726412,32,,34,8.8719543051497,38.0,2.0
ERK,07BB002,4393.1,-115.77624341134,53.2149572734046,-1107.43,0.09151,0.79,0.09,0.05,0.01,0.05,0.0,0.01,0.0,0.0,0.77,0.09,0.07,0.01,0.05,0.0,0.01,0.0,0.0,0.63,0.14,0.12,0.06,0.04,0.01,0.01,0.0,-0.01,2.1602278,27.6455793954661,966.91571,1039.8541,2336.7795,719.57031,1039.8541,613.5,-4.2,9.0,518.3,88.6,257.0,4.7,0.7,1.0,0.1,0.400012217298328,0.744905154520036,62,,61,8.38801801099237,68.0,2.4
ERK,07BB003,1577.4,-115.506532892017,53.6469072098522,-1101.35,1.06899,0.51,0.07,0.06,0.01,0.3,0.0,0.05,0.0,-2.2204460492503086e-16,0.51,0.07,0.06,0.01,0.31,0.0,0.05,0.0,-0.01,0.42,0.11,0.11,0.05,0.24,0.01,0.05,0.0,0.0099999999999998,1.1523852,7.41673339409858,837.0,846.44623,1051.3728,769.91571,846.44623,567.0,-3.7,9.3,538.6,83.7,250.0,4.9,0.7,1.1,0.1,0.246224300200375,0.320995383677409,33,,32,7.36416695470841,31.0,2.8000000000000003
ERK,07BC002,13106.8,-115.064514876283,53.7397370122653,-1141.61,0.15933,0.45,0.06,0.07,0.01,0.38,0.01,0.02,0.0,0.0,0.44,0.07,0.07,0.01,0.38,0.01,0.02,0.0,0.0,0.36,0.1,0.11,0.04,0.36,0.01,0.02,0.0,0.0,1.4325248,15.642045907394,787.85681,830.15076,2336.7795,599.77692,830.15076,543.8,-3.7,9.0,536.5,77.6,249.5,5.0,0.7,1.0,0.1,0.216844176818492,0.364859067152579,62,,61,9.48096275184451,61.0,2.65
PCR,07EA001,11079.9,-126.627291031996,57.372035785473,-1269.29,7.05288,0.61,0.1,0.25,0.01,0.02,0.0,0.02,0.0,-0.01,0.61,0.1,0.25,0.01,0.01,0.0,0.02,0.0,0.0,0.55,0.1,0.29,0.02,0.02,0.0,0.02,0.0,0.0,17.743511,35.7260873615314,1477.4209,1480.5793,2741.0,753.80035,1480.5793,884.2,-8.0,3.7,409.1,340.7,245.1,3.5,0.6,1.1,0.0,1.49027881600206,1.82364115680608,23,,23,9.31297818443933,20.0,-2.15
PCR,07EA002,2414.9,-125.071218196042,57.6970038054167,-1371.93,12.0074,0.56,0.12,0.25,0.01,0.01,0.01,0.01,0.03,0.0,0.56,0.12,0.25,0.01,0.01,0.01,0.01,0.03,0.0,0.5,0.14,0.28,0.02,0.01,0.01,0.02,0.02,0.0,22.593624,252.610976499613,1474.1173,1493.0365,2926.0,764.93683,1493.0365,800.6,-7.7,3.4,430.7,220.9,225.9,4.3,0.7,1.2,0.1,1.83209258995375,2.06087643511968,35,,38,7.78982716746961,33.0,-2.1500000000000004
PCR,07EA004,4142.4,-125.956425168439,56.8961341912242,-1390.26,11.54867,0.57,0.11,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.5,0.12,0.34,0.01,0.02,0.0,0.01,0.0,0.0,0.48,0.1,0.36,0.03,0.02,0.0,0.01,0.0,0.0,19.461605,49.1181100660433,1551.391,1503.8695,2418.4209,683.24152,1503.8695,900.7,-7.7,3.9,420.5,344.7,250.2,3.2,0.6,1.1,0.0,1.21324758788406,1.59319275522824,38,,37,8.32927198581179,45.0,-1.9
PCR,07EA005,15634.9,-126.220610001879,57.4169615823602,-1289.61,7.80483,0.62,0.1,0.23,0.01,0.01,0.0,0.01,0.01,0.01,0.62,0.1,0.23,0.01,0.01,0.0,0.01,0.01,0.01,0.57,0.11,0.27,0.02,0.01,0.0,0.01,0.0,0.01,18.655947,28.2816220972044,1451.1145,1454.5913,2926.0,700.18054,1454.5913,846.8,-7.8,3.8,417.6,302.0,240.1,3.7,0.6,1.1,0.0,1.44085712105951,1.71142061896956,37,,36,9.65732483139482,44.0,-2.0
PCR,07EA007,1685.0,-124.572701576091,57.3500662437945,-1450.96,14.50532,0.61,0.1,0.26,0.01,0.01,0.0,0.0,0.01,0.0,0.61,0.1,0.26,0.01,0.01,0.0,0.0,0.01,0.0,0.53,0.14,0.28,0.02,0.01,0.0,0.0,0.01,0.0099999999999998,25.429016,241.620275809862,1558.5808,1558.7756,3018.0735,759.94794,1558.7756,844.7,-7.5,3.3,434.7,240.7,230.8,4.3,0.7,1.2,0.1,1.58103064695561,2.02911318487141,36,,35,7.4301141385618,39.0,-2.1
PCR,07EB002,2090.9,-124.088534177604,56.8838048596674,-1417.43,13.53321,0.63,0.11,0.24,0.01,0.01,0.0,0.0,0.0,0.0,0.63,0.11,0.24,0.01,0.01,0.0,0.0,0.0,0.0,0.58,0.15,0.24,0.01,0.01,0.0,0.0,0.0,0.01,24.82098,194.136875891588,1510.6106,1498.1459,2678.1738,738.73242,1498.1459,865.5,-7.0,3.5,449.7,260.9,234.3,4.3,0.7,1.1,0.1,1.65860127426714,2.2881646471333,35,,35,7.64582802289508,41.0,-1.75
PCR,07EC001,5007.8,-125.590154867192,55.8772711884351,-1202.47,2.85957,0.84,0.05,0.09,0.01,0.01,0.0,0.01,0.0,-0.01,0.83,0.05,0.1,0.01,0.01,0.0,0.01,0.0,-0.01,0.75,0.07,0.15,0.02,0.01,0.0,0.01,0.0,-0.01,15.418595,62.5600140501187,1296.4537,1305.9727,2430.3264,730.08228,1305.9727,849.9,-6.1,4.6,457.5,271.9,247.8,3.3,0.6,1.0,0.0,1.57585377517393,2.12422669483377,11,,9,8.5189516444311,8.0,-0.75
PCR,07EC002,5362.2,-125.521409464727,55.8736046005665,-1199.86,2.89658,0.84,0.05,0.09,0.01,0.01,0.0,0.01,0.0,-0.01,0.83,0.05,0.1,0.01,0.01,0.0,0.01,0.0,-0.01,0.75,0.07,0.14,0.02,0.01,0.0,0.01,0.0,0.0,15.33398,55.5391162213359,1281.5876,1294.8678,2430.3264,730.08228,1294.8678,844.9,-6.1,4.7,458.6,269.9,247.6,3.3,0.6,1.0,0.0,1.45001980745561,2.05104571596155,42,,41,8.58731609084771,47.0,-0.6999999999999997
PCR,07EC003,2949.4,-125.475389201689,56.3757580468665,-1278.49,5.31233,0.72,0.06,0.18,0.01,0.01,0.0,0.01,0.0,0.01,0.55,0.09,0.32,0.01,0.01,0.0,0.01,0.0,0.01,0.59,0.08,0.29,0.02,0.01,0.0,0.01,0.0,0.0,18.549568,65.9059088841619,1410.8805,1417.4056,2404.5042,727.25873,1417.4056,866.3,-7.2,3.9,432.5,313.3,249.7,3.4,0.6,1.1,0.0,1.31269198978021,1.69459012504869,41,,41,7.98969603336228,47.0,-1.65
PCR,07EC004,1946.7,-125.328745115002,56.0967291371753,-1214.74,2.61684,0.75,0.07,0.15,0.01,0.01,0.0,0.01,0.0,0.0,0.69,0.09,0.2,0.01,0.01,0.0,0.01,0.0,-0.01,0.66,0.09,0.21,0.01,0.01,0.0,0.01,0.0,0.01,18.783558,73.2724478914254,1381.7014,1393.7596,2430.3264,809.37897,1393.7596,822.6,-7.0,4.0,436.9,284.5,248.5,3.3,0.6,1.0,0.0,1.58323511971897,2.21649314659897,35,,35,7.57440446823585,42.0,-1.5
PCR,07ED001,4359.8,-124.959794963231,55.3243835100081,-1125.71,1.15998,0.89,0.03,0.03,0.0,0.0,0.0,0.04,0.0,0.0099999999999998,0.87,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0099999999999998,0.79,0.07,0.09,0.0,0.0,0.0,0.04,0.0,0.0099999999999998,8.7599554,89.3986465952395,1147.1172,1176.9314,2082.4849,835.22308,1176.9314,765.6,-5.1,5.5,482.5,227.9,250.3,3.4,0.6,1.0,0.0,1.24874474538031,1.69529329704471,43,,45,8.38041080575007,29.0,0.2000000000000001
PCR,07ED003,6781.0,-124.569903677467,55.2831771881882,-1102.03,0.77344,0.89,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.0099999999999998,0.86,0.05,0.05,0.0,0.0,0.0,0.03,0.0,0.0099999999999998,0.76,0.09,0.1,0.0,0.0,0.0,0.03,0.0,0.02,8.6055727,75.2171910581595,1097.2213,1138.8937,2082.4849,694.2937,1138.8937,779.8,-4.8,5.8,493.8,223.9,249.4,3.4,0.6,1.0,0.0,1.07259732425748,1.52898688934449,34,,34,8.82202732268558,42.0,0.5
PCR,07EE002,20082.7,-123.366699327552,55.0887834107139,-1140.79,2.49934,0.85,0.06,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.83,0.06,0.06,0.0,0.0,0.0,0.04,0.0,0.01,0.71,0.15,0.09,0.0,0.0,0.0,0.04,0.0,0.01,10.640022,354.978181755448,1011.6097,1061.4211,2510.0842,664.6994,1061.4211,782.2,-4.0,6.6,524.5,196.3,244.3,3.5,0.6,1.0,0.0,1.72416876951941,2.01495898691633,12,,10,9.90766381977954,7.0,1.2999999999999998
PCR,07EE003,3969.0,-122.048821922652,54.7383046019083,-1167.73,4.16595,0.82,0.06,0.09,0.0,0.0,0.0,0.01,0.01,0.01,0.82,0.06,0.1,0.0,0.0,0.0,0.01,0.0,0.01,0.73,0.15,0.09,0.01,0.01,0.0,0.01,0.0,0.0,15.721757,257.295342041152,1130.0231,1158.7854,2510.0842,713.74719,1158.7854,844.1,-3.8,6.6,537.8,191.7,240.8,3.5,0.6,1.0,0.0,3.80066630757875,4.01402802303753,7,,5,8.28652137368124,1.0,1.4
PCR,07EE005,23.8,-123.052979732236,55.3553362403623,-1607.17,11.2943,0.79,0.03,0.05,0.0,0.01,0.01,0.11,0.0,-2.2204460492503086e-16,0.78,0.03,0.05,0.0,0.01,0.01,0.11,0.0,0.0099999999999998,0.74,0.08,0.05,0.0,0.0,0.01,0.11,0.0,0.01,12.971395,259.128366083533,924.31238,1006.5433,1634.1193,718.4317,1006.5433,787.7,-3.9,6.6,527.7,200.3,244.4,3.5,0.6,1.0,0.0,1.28759571773915,1.97161755062376,3,,1,3.21084365317094,1.0,1.35
PCR,07EE007,4902.9,-122.157963395461,54.7936968434688,-1175.23,4.41342,0.84,0.06,0.08,0.0,0.0,0.0,0.01,0.0,0.01,0.83,0.06,0.09,0.0,0.0,0.0,0.01,0.0,0.01,0.73,0.16,0.08,0.01,0.0,0.0,0.01,0.0,0.01,15.251353,253.139294923704,1101.7443,1139.0031,2510.0842,690.40582,1139.0031,836.9,-3.8,6.6,537.7,191.1,241.1,3.5,0.6,1.0,0.0,2.60435655525005,3.10429025297488,49,,48,8.49778608589101,52.0,1.4
PCR,07EE009,316.4,-122.391595812259,54.5271180515625,-1052.0,0.0,0.95,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.93,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.65,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.01,9.6024761,343.688692311868,961.72552,968.53601,1312.5619,736.42645,968.53601,780.3,-3.0,7.8,563.3,158.3,244.9,3.3,0.6,1.0,0.0,1.41837824769984,2.41675895926354,41,,40,5.76016280809231,45.0,2.4
PCR,07EE010,3708.4,-122.950593413988,54.682873158087,-1056.39,0.07133,0.84,0.08,0.03,0.0,0.0,0.0,0.04,0.0,0.01,0.81,0.09,0.05,0.0,0.0,0.0,0.04,0.0,0.0099999999999998,0.67,0.19,0.09,0.0,0.0,0.0,0.04,0.0,0.0099999999999998,7.178205,43.8474106788205,874.4342,888.83954,1601.1996,673.99054,888.83954,731.9,-2.8,8.0,563.8,150.2,243.6,3.3,0.6,1.0,0.0,1.02561698387426,1.38055552386127,35,,35,8.21862541745519,42.0,2.6
PCR,07EF004,736.3,-122.719167121175,55.8220055434705,-1189.92,9.71476,0.83,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.05,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.11,0.12,0.01,0.01,0.0,0.0,0.0,-0.01,18.728706,18.7844378653403,1345.6412,1328.5526,2120.241,714.48541,1328.5526,899.8,-5.3,4.5,498.6,261.4,240.5,4.0,0.7,1.0,0.1,1.4947011387647,2.85654747807624,19,,19,6.60299486499561,23.0,-0.3999999999999999
PCR,07FA001,9337.8,-122.717549558616,56.6795747078525,-1144.18,4.11263,0.76,0.13,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.75,0.13,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.74,0.15,0.09,0.01,0.01,0.0,0.0,0.0,0.0,12.309254,78.2092358869634,1059.4889,1140.3412,2678.1738,443.78174,1140.3412,714.6,-5.1,5.4,505.1,188.5,230.6,4.6,0.7,1.1,0.1,0.745442844984512,1.0977195604198,23,,22,9.14193304331128,19.0,0.1500000000000003
PCR,07FA003,3764.7,-123.009113699381,56.8150343217646,-1194.14,6.42701,0.7,0.15,0.12,0.01,0.02,0.0,0.0,0.0,0.0,0.69,0.16,0.12,0.0,0.02,0.0,0.0,0.0,0.01,0.71,0.17,0.1,0.01,0.01,0.0,0.0,0.0,0.0,15.04658,88.764213030714,1259.5198,1288.5594,2678.1738,654.70013,1288.5594,768.1,-5.7,4.6,491.4,211.1,230.1,4.6,0.7,1.1,0.1,0.799602615184927,1.20559140252156,22,,37,8.23368904592723,28.0,-0.5500000000000003
PCR,07FA005,2138.4,-123.151140771124,56.5181360231412,-1197.11,6.18637,0.79,0.06,0.14,0.0,0.01,0.0,0.0,0.0,0.0,0.78,0.06,0.14,0.0,0.01,0.0,0.0,0.0,0.0099999999999998,0.78,0.09,0.11,0.0,0.01,0.0,0.0,0.0,0.01,17.15727,71.7385624555612,1359.6593,1359.7628,2442.0085,707.5661,1359.7628,834.9,-5.8,4.3,486.8,237.8,234.1,4.5,0.7,1.1,0.1,0.963610608627406,1.31213711952775,32,,34,7.66828069487203,39.0,-0.75
PCR,07FA006,9288.7,-122.723748277004,56.6818305221,-1144.56,4.13435,0.76,0.13,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.75,0.13,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.74,0.15,0.09,0.01,0.01,0.0,0.0,0.0,0.0,12.334269,78.1197758154956,1062.3588,1143.2303,2678.1738,475.63992,1143.2303,716.1,-5.1,5.4,504.8,189.1,230.6,4.6,0.7,1.1,0.1,0.668808550064146,1.10835984206111,31,,31,9.13666153849852,40.0,0.1500000000000003
PCR,07FB001,12136.1,-121.544314381915,55.2407172940088,-1199.72,5.41918,0.8,0.08,0.09,0.0,0.02,0.0,0.01,0.0,0.0,0.79,0.09,0.09,0.0,0.02,0.0,0.01,0.0,0.0,0.73,0.15,0.09,0.01,0.02,0.0,0.01,0.0,-0.01,13.828335,36.2888014087435,1124.9087,1154.1178,2660.2407,502.78903,1154.1178,761.6,-4.0,6.2,533.3,177.5,236.9,4.2,0.7,1.0,0.1,1.38665380023663,1.90391056472151,56,,56,9.40402215634077,59.0,1.1
PCR,07FB002,5548.5,-121.134257115286,55.0082312142974,-1186.06,5.16694,0.79,0.09,0.09,0.0,0.0,0.0,0.01,0.01,0.01,0.78,0.09,0.1,0.0,0.0,0.0,0.01,0.01,0.01,0.74,0.12,0.11,0.01,0.01,0.0,0.01,0.0,0.0,13.428816,41.133382606262,1162.9769,1222.9905,2660.2407,582.72076,1222.9905,764.1,-4.0,6.3,533.1,172.1,238.3,4.2,0.7,1.1,0.1,1.30454755813622,1.63264248658006,39,,38,8.62146311259203,45.0,1.15
PCR,07FB003,2587.5,-121.867415346117,55.2143777346404,-1257.05,9.96891,0.81,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.8,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.73,0.16,0.09,0.01,0.01,0.0,0.0,0.0,0.0,16.788908,13.4077698552066,1198.0,1205.6617,2168.2151,572.81268,1205.6617,830.1,-4.1,5.7,531.8,199.1,235.6,4.0,0.7,1.0,0.1,1.83610776997767,2.69733768028267,38,,37,7.85883383634196,45.0,0.8000000000000003
PCR,07FB004,85.3,-121.475972266386,55.4978249229044,-1248.7,3.94723,0.93,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.93,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.78,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,15.29449,282.307373168374,1053.7606,1096.7274,1671.9237,616.85638,1096.7274,719.0,-3.7,6.3,546.3,167.6,233.0,4.4,0.7,1.0,0.1,0.595883686223915,2.27090930502621,37,,37,4.45782959808938,43.0,1.2999999999999998
PCR,07FB005,28.5,-120.894406264623,55.12294780287,-1052.0,0.0,0.93,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,0.92,0.05,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.86,0.09,0.04,0.0,0.0,0.0,0.01,0.0,0.0,6.5103478,342.354492218021,1094.0798,1092.1818,1247.1154,928.88464,1092.1818,657.1,-3.6,7.0,542.2,135.0,241.6,4.7,0.7,1.0,0.1,0.564073708159754,1.27372697067688,24,,23,3.38439026334577,22.0,1.7
PCR,07FB006,2385.8,-121.125766404866,54.7495030638405,-1174.93,6.55125,0.72,0.1,0.14,0.01,0.01,0.0,0.01,0.02,-0.01,0.71,0.1,0.15,0.01,0.01,0.0,0.01,0.01,0.0,0.69,0.13,0.14,0.01,0.01,0.0,0.01,0.01,0.0,16.194273,353.417778869937,1304.1605,1329.5187,2660.2407,748.9364,1329.5187,827.5,-4.3,6.0,523.4,189.0,240.2,4.0,0.7,1.1,0.1,2.08133995209801,2.53385548692582,38,,37,7.77770883564793,44.0,0.8500000000000001
